,Title,Artist,track_id,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature,explicit,Popularity,Release_Year,billboard_hot_100
7095,when we low,shigeto,5odUfeFuBxFv7hiWdL4yZ5,0.657,0.0985,0.0,-14.566,1.0,0.117,0.898,0.825,0.0951,0.131,85.98700000000002,294533.0,4.0,0.0,2.0,2017.0,0
7096,trap baby (feat. 3 glizzy & pressa),shy glizzy,6zn7kdECAYyU1pVe9HoK0O,0.8759999999999999,0.596,1.0,-5.425,1.0,0.32,0.028,0.0,0.0923,0.458,141.933,304910.0,4.0,1.0,28.0,2018.0,0
7097,run in here,youngboy never broke again,15zKC0TKVmMDIgSwEZadYk,0.792,0.655,0.0,-5.4220000000000015,1.0,0.327,0.194,0.0,0.113,0.5670000000000001,147.90200000000004,136216.0,4.0,1.0,45.0,2018.0,0
7098,red bentley (feat. young thug),future,3fFBZvG777xoKyvcrBq7lc,0.903,0.609,10.0,-7.555,0.0,0.237,0.0301,1.6100000000000002e-05,0.179,0.268,149.991,207867.0,4.0,1.0,61.0,2018.0,0
7099,now (feat. 21 savage),young thug,3Ee6DIAcyueyz2wOe81vc3,0.968,0.353,6.0,-7.4220000000000015,1.0,0.331,0.000209,2.48e-06,0.094,0.0971,130.016,206773.0,4.0,1.0,57.0,2018.0,0
7100,realer n realer,future,4VMiNOpnjRwSCwmHaUfOMM,0.73,0.465,1.0,-6.29,1.0,0.278,0.0117,0.0,0.28,0.3670000000000001,148.028,170920.0,4.0,1.0,68.0,2018.0,0
7101,big fax,anik khan,2S02LvvwUmD4I4AIdpWNFR,0.6609999999999999,0.6409999999999999,11.0,-6.506,0.0,0.324,0.489,8.89e-05,0.156,0.443,91.079,181017.0,4.0,1.0,34.0,2018.0,0
7102,100 shots,young dolph,3TXy6nchgKeYlVwOKNk9lE,0.799,0.6679999999999999,8.0,-5.244,1.0,0.25,0.135,4.67e-06,0.0583,0.153,134.005,264819.0,4.0,1.0,73.0,2017.0,0
7103,go get the money,zaytoven,5ADrk0HbbM0dRhXBnHjbzU,0.804,0.7040000000000001,1.0,-5.162000000000001,1.0,0.128,0.0206,0.0,0.116,0.417,139.981,239860.0,4.0,1.0,38.0,2018.0,0
7104,bendicion,n.o.r.e.,2Baq97P45N152GVrhUJKql,0.647,0.863,10.0,-2.32,0.0,0.292,0.0387,0.0,0.243,0.496,109.352,119360.0,5.0,1.0,0.0,2018.0,0
7105,fresh prince of belaire,dave east,7lJFAkuLq3wWIw1mUxlqob,0.53,0.754,0.0,-8.674,1.0,0.424,0.15,0.0,0.0699,0.561,159.67700000000005,208728.0,4.0,1.0,44.0,2018.0,0
7106,pure in the pack,mozzy,1IUdAMr5YFf2qQ1xZujeEz,0.579,0.451,5.0,-8.596,0.0,0.457,0.146,1.66e-06,0.307,0.0932,145.109,190345.0,4.0,1.0,32.0,2018.0,0
7107,junior high,baka not nice,3rFivCQwWgJhw1RFcYYNZR,0.939,0.315,1.0,-9.32,1.0,0.481,0.032,1.6e-05,0.112,0.119,126.004,182857.0,4.0,1.0,28.0,2018.0,0
7108,part ways,chief keef,717mh99cWNqJAwOEf2E8fO,0.7070000000000001,0.449,1.0,-7.8889999999999985,1.0,0.058,0.0159,0.0,0.104,0.109,139.93200000000002,193714.0,4.0,1.0,0.0,2018.0,0
7109,the bloodiest,jay rock,3eEMeaaT3otIimFCcYcS7i,0.635,0.652,0.0,-4.303,0.0,0.127,0.0757,3.35e-05,0.337,0.322,147.955,183413.0,4.0,1.0,47.0,2018.0,0
7110,since when,young nudy,4sCP9bdYS6SoLs1LUAjg5A,0.8640000000000001,0.5479999999999999,11.0,-9.434,0.0,0.175,0.000179,0.0,0.102,0.207,134.991,206222.0,4.0,1.0,52.0,2018.0,0
7111,change lanes,kevin gates,59XHPyb0MTMElZpkG0Wp69,0.706,0.7829999999999999,2.0,-5.3370000000000015,1.0,0.424,0.129,0.0,0.0952,0.513,130.195,205861.0,4.0,1.0,59.0,2018.0,0
7112,diamond teeth samurai,youngboy never broke again,1k7KigfkZh2Xb6khqV1a0K,0.799,0.659,10.0,-5.593,0.0,0.272,0.00451,0.0,0.13,0.256,177.957,162488.0,4.0,1.0,56.0,2018.0,0
7113,1942 flows,meek mill,7sLDnUauivS2vN6Z9EfUJT,0.63,0.628,2.0,-4.016,1.0,0.327,0.0515,0.0,0.091,0.266,121.307,282667.0,5.0,1.0,59.0,2017.0,0
7114,og beeper,a$ap rocky,5TX0mfUkpGlU6j2xa00ERx,0.91,0.477,2.0,-5.259,1.0,0.418,0.121,0.0,0.305,0.313,145.994,155893.0,4.0,1.0,56.0,2018.0,0
7115,don't even trip (feat. moneybagg yo),tee grizzley,33EkERURm0CQE5imnxBY3k,0.7559999999999999,0.637,9.0,-6.211,1.0,0.251,0.00372,0.000455,0.325,0.311,149.989,256000.0,4.0,1.0,40.0,2018.0,0
7116,infrared,pusha t,6cpsixIHI63L0hwh3CwZg3,0.674,0.578,10.0,-8.767999999999999,0.0,0.298,0.0518,0.0055,0.72,0.163,112.265,170240.0,5.0,1.0,50.0,2018.0,0
7117,green gucci suit,rick ross,5UoyJTgMKccFYaqVArGSRz,0.774,0.8370000000000001,6.0,-2.066,0.0,0.213,0.0404,0.0,0.304,0.457,97.043,267532.0,4.0,1.0,48.0,2018.0,0
7118,throwing shade,lil baby,2Z9wPJaKys1LAOlcBtjvOU,0.794,0.447,7.0,-9.253,1.0,0.151,0.0117,0.000179,0.109,0.189,139.94899999999998,192382.0,4.0,1.0,59.0,2018.0,0
7119,boot up,zaytoven,1QkIfrvErNrTsZlLlzs6FL,0.821,0.596,8.0,-5.935,0.0,0.0694,0.0853,7.11e-06,0.0915,0.399,140.043,191307.0,4.0,1.0,28.0,2018.0,0
7120,slide - remix,fbg duck,7gv8isOKvRDzy9gFHzIymR,0.679,0.7190000000000001,6.0,-7.025,0.0,0.395,0.0384,0.0,0.271,0.5479999999999999,160.256,253027.0,4.0,1.0,37.0,2018.0,0
7121,exotic,lil baby,1zIb1bYJAo1UdR2Xf4oESb,0.8079999999999999,0.688,11.0,-4.346,1.0,0.109,0.000852,0.0,0.0554,0.16699999999999998,130.05200000000002,162230.0,4.0,1.0,55.0,2018.0,0
7122,set trippin,casanova,6neCPzADon669Mxe4oZSlR,0.5660000000000001,0.785,11.0,-4.098,0.0,0.429,0.42,0.000325,0.0897,0.327,108.009,232133.0,5.0,1.0,41.0,2018.0,0
7123,bloodas 2 interlude (feat. lil durk),tee grizzley,4hJ2Hu7an2vnlfkmyyjg86,0.889,0.6709999999999999,9.0,-7.1110000000000015,1.0,0.0934,0.00623,1.91e-06,0.132,0.439,149.982,205532.0,4.0,1.0,43.0,2018.0,0
7124,light show,dj esco,3UKEbmVZ1K1jwo1DoXmANL,0.813,0.637,11.0,-4.995,0.0,0.132,0.127,0.0,0.442,0.508,132.982,243308.0,4.0,1.0,33.0,2018.0,0
7125,public figure,youngboy never broke again,4Wh97e2OMThwy7x3resYAq,0.846,0.725,9.0,-4.773,1.0,0.395,0.0777,0.0,0.256,0.532,151.997,151579.0,4.0,1.0,46.0,2018.0,0
7126,let it sing,kevin gates,090R9OdFMbQQksvwuXmNEY,0.737,0.728,5.0,-5.4979999999999976,0.0,0.402,0.0392,0.0,0.159,0.5870000000000001,144.964,195456.0,4.0,1.0,47.0,2018.0,0
7127,keys to the street,tee grizzley,1OnMrnROO36JhxxBBUeam2,0.772,0.867,11.0,-5.76,1.0,0.283,0.048,0.0,0.106,0.5479999999999999,144.99200000000005,199181.0,4.0,1.0,32.0,2018.0,0
7128,"summer on lock (feat. pusha t, jadakiss, fabolous & agent sasco)","royce da 5'9""",6mzs6XTIfxhFMOcy59Upje,0.605,0.887,4.0,-4.466,0.0,0.38,0.0742,0.0,0.64,0.464,171.797,224884.0,4.0,1.0,0.0,2018.0,0
7129,gripped up,casanova,3IhnjbmCMolLE6ozY9PkD0,0.81,0.78,1.0,-3.093,1.0,0.246,0.0049,0.0,0.335,0.34,82.131,177027.0,4.0,1.0,43.0,2018.0,0
7130,real is rare (edgewood) / the woods,trouble,5nWScr594N5mj6Ontcyh4u,0.674,0.607,9.0,-8.767000000000001,0.0,0.241,0.41,1.0800000000000003e-05,0.0783,0.294,162.985,258911.0,4.0,1.0,28.0,2018.0,0
7131,virtual (blue balenciagas),ynw melly,4dqkKnzOJ3fWduqKcHi374,0.767,0.715,8.0,-4.934,0.0,0.0523,0.312,0.0,0.0973,0.5770000000000001,149.957,193618.0,4.0,1.0,67.0,2018.0,0
7132,in love wit da trap,bandhunta izzy,2KKk8gYIwZhSBjQwSfvcBV,0.802,0.58,1.0,-7.294,1.0,0.121,0.0546,0.0,0.113,0.139,139.975,153773.0,4.0,1.0,32.0,2018.0,0
7133,warzone,dj esco,6ivIvKF3Sl5WmqO8o2Fr5x,0.88,0.645,1.0,-4.4860000000000015,1.0,0.333,0.318,0.0,0.16699999999999998,0.6829999999999999,135.029,208234.0,4.0,1.0,40.0,2018.0,0
7134,made it (feat. jay critch & rick ross),rich the kid,5ids0a6BGu6Q3bGmxcLC8Q,0.7909999999999999,0.835,5.0,-4.838,0.0,0.308,0.0259,0.0,0.142,0.428,156.02,209797.0,4.0,1.0,41.0,2018.0,0
7135,still dipset (feat. juelz santana & avon carter),jim jones,3uza683tCeRtCkDzHyYcfZ,0.585,0.792,1.0,-6.541,1.0,0.398,0.013,0.0,0.126,0.752,174.96400000000003,201691.0,4.0,1.0,37.0,2018.0,0
7136,money bag,cardi b,1vBeIXlzbAieGoDqInav5j,0.947,0.7879999999999999,10.0,-6.138,0.0,0.124,0.107,0.000691,0.108,0.454,129.977,229005.0,4.0,1.0,58.0,2018.0,0
7137,roaches,maxo kream,7h8j5w0ywpI7AC2IQvdWqT,0.795,0.5820000000000001,6.0,-6.442,1.0,0.336,0.593,0.0,0.142,0.329,82.016,261410.0,4.0,1.0,57.0,2018.0,0
7138,hardaway,derez de’shon,25qhnRgAcImQWfaswqRkwN,0.537,0.518,1.0,-5.987,1.0,0.188,0.118,0.0,0.146,0.4270000000000001,132.52700000000002,236032.0,4.0,1.0,55.0,2018.0,0
7139,praktice,young m.a,6SqqsrQBdYGNuLJzo6oRQY,0.723,0.721,0.0,-3.623,0.0,0.327,0.189,0.0,0.162,0.369,151.966,216443.0,4.0,0.0,42.0,2018.0,0
7140,rain storm (feat. youngboy never broke again),ralo,5ZmwNneSCTc44Fg6aVKNCi,0.69,0.6829999999999999,4.0,-5.88,0.0,0.0509,0.0572,0.0,0.438,0.38,77.502,272187.0,4.0,1.0,37.0,2018.0,0
7141,2 the hard way,lil baby,4ivwRlIHxSDSXen6IOnvcU,0.653,0.596,0.0,-7.608,1.0,0.238,0.0244,0.0,0.135,0.145,150.00799999999995,174813.0,4.0,1.0,49.0,2017.0,0
7142,drip or drown remix (feat. lil yachty),gunna,4rTwXrxC6fyn3g5y3DGTIJ,0.943,0.38,5.0,-13.671,0.0,0.438,0.663,0.0,0.124,0.696,118.006,178983.0,4.0,1.0,58.0,2018.0,0
7143,the time is now,atreyu,6wpHmxmxPa3N3Gi3aGdTJL,0.481,0.944,8.0,-3.665,1.0,0.231,0.00926,0.000328,0.278,0.396,165.02,199959.0,4.0,0.0,54.0,2018.0,0
7144,war,palisades,1Hig5qOTDmX4Erqpmk54xq,0.439,0.958,9.0,-4.2360000000000015,0.0,0.0953,4.32e-06,2.41e-06,0.0641,0.254,90.036,178245.0,4.0,0.0,50.0,2018.0,0
7145,feel invincible,skillet,0i8JFpqe9cKwnrcvoNgl1L,0.603,0.8859999999999999,5.0,-3.777,0.0,0.0837,0.00045,0.0,0.26,0.395,126.025,229933.0,4.0,0.0,74.0,2016.0,0
7146,rapture,underoath,1kM2VS4HfIU6gNl1LTOQk0,0.546,0.937,7.0,-4.247,1.0,0.0736,3.44e-05,0.00333,0.104,0.389,96.033,214987.0,4.0,0.0,55.0,2018.0,0
7147,papercut,linkin park,1Vej0qeQ3ioKwpI6FUbRv1,0.524,0.939,9.0,-3.994,1.0,0.113,0.00022,0.0,0.623,0.6609999999999999,150.184,184867.0,4.0,0.0,74.0,2000.0,0
7148,i won't give in,asking alexandria,5MuWGLrqeqYEcpqWMq5M1w,0.428,0.914,2.0,-3.017,1.0,0.0762,0.00594,0.0,0.309,0.494,74.98899999999998,229600.0,4.0,0.0,63.0,2016.0,0
7149,you're going down,sick puppies,5omWAB5iNMHvbAfBSzkdu8,0.488,0.8420000000000001,6.0,-5.926,1.0,0.0469,0.0116,0.00127,0.146,0.41,90.00299999999999,187347.0,4.0,1.0,64.0,2010.0,0
7150,in between,beartooth,03jdl5GTBhKsgB1Yw8mVPh,0.462,0.972,7.0,-2.642,0.0,0.138,0.00285,0.0,0.6659999999999999,0.449,128.092,213576.0,4.0,1.0,67.0,2014.0,0
7151,true friends,bring me the horizon,1KTJmfwrk5pYqsi9mkY3nT,0.419,0.938,7.0,-3.12,1.0,0.0837,0.000683,0.0,0.114,0.333,160.151,232320.0,4.0,0.0,68.0,2015.0,0
7152,ten tonne skeleton,royal blood,78ZTkIlW7NLXRCCPecwUyd,0.488,0.879,7.0,-3.329,0.0,0.0393,0.000488,1.19e-06,0.14,0.557,86.986,187853.0,4.0,0.0,48.0,2014.0,0
7153,i am machine,three days grace,2UDumaw7osnyjH7RZ2DLpB,0.402,0.97,2.0,-4.538,0.0,0.0668,1.29e-05,2.62e-06,0.189,0.476,75.10600000000002,200147.0,4.0,0.0,69.0,2015.0,0
7154,notorious,adelitas way,5PZo9NMyNLxOlpEFoYo611,0.53,0.967,0.0,-2.108,1.0,0.0657,0.000507,0.205,0.0786,0.642,99.962,170177.0,4.0,1.0,62.0,2017.0,0
7155,is there anybody out there?,machine head,25xREK7GqfuUWvqEumOVK3,0.408,0.953,7.0,-3.883,1.0,0.226,0.00532,0.0,0.338,0.29100000000000004,177.94,272666.0,4.0,1.0,0.0,2016.0,0
7156,i don’t want to be here anymore,rise against,6qtg4gz3DhqOHL5BHtSQw8,0.236,0.971,6.0,-3.98,0.0,0.0987,0.000759,3.87e-05,0.172,0.403,159.001,239960.0,4.0,0.0,59.0,2014.0,0
7157,inside the fire,disturbed,5cxp9kjCFyJwzv3lzeX7ku,0.463,0.962,7.0,-6.43,1.0,0.0704,0.000233,0.109,0.0906,0.66,94.003,231573.0,4.0,0.0,69.0,2008.0,0
7159,the beautiful people,marilyn manson,2aIB1CdRRG7YLBu9hNw9nR,0.621,0.8340000000000001,10.0,-10.068,0.0,0.0557,0.000779,0.456,0.0611,0.937,143.97299999999996,218827.0,4.0,1.0,74.0,1996.0,0
7160,the bliss,volbeat,3S9dosMKnGE6vv1ONBnUki,0.517,0.88,2.0,-4.145,1.0,0.0456,0.00063,4.72e-06,0.135,0.417,146.937,283366.0,4.0,0.0,46.0,2016.0,0
7161,footsteps,pop evil,47StfXJOnGLhYfMEWgoTiX,0.6409999999999999,0.732,5.0,-7.57,1.0,0.0795,0.0139,2.61e-06,0.062,0.763,92.057,262107.0,4.0,0.0,0.0,2015.0,0
7162,state of my head,shinedown,1fnULsZuORnAgCFFbM8nTZ,0.486,0.94,7.0,-4.237,0.0,0.0605,0.00919,0.0,0.0777,0.42,79.727,205653.0,4.0,0.0,66.0,2015.0,0
7163,back from the dead,skillet,7y9l4rJLsXQMHciCNSgZmi,0.5710000000000001,0.967,9.0,-3.717,1.0,0.0716,0.00642,5.8e-06,0.227,0.7120000000000001,161.96200000000005,213587.0,4.0,0.0,61.0,2016.0,0
7164,take it all,pop evil,0XNqkN0tn57270qeE5Shcf,0.624,0.916,7.0,-4.931,0.0,0.0486,0.000887,0.0,0.0934,0.632,109.968,198542.0,4.0,0.0,0.0,2015.0,0
7165,hated,beartooth,2NRa4W3rH4e5GKQMN5Qwyr,0.458,0.99,8.0,-3.717,1.0,0.183,0.000285,0.000893,0.454,0.46,166.90400000000002,211430.0,4.0,0.0,62.0,2016.0,0
7166,avalanche,bring me the horizon,4EyPadLFhtWojU7mkT5hqT,0.426,0.934,7.0,-4.063,0.0,0.0685,2.97e-05,0.0089,0.113,0.285,160.077,262013.0,4.0,0.0,66.0,2015.0,0
7167,headup,deftones,4dfvPFbLEa6JzZV4dZTWt7,0.263,0.925,3.0,-5.299,1.0,0.118,0.000503,0.631,0.17,0.0722,105.253,372973.0,4.0,1.0,57.0,1997.0,0
7168,open your eyes,disturbed,34bimdZj8GMHEt8BiKVmie,0.579,0.973,5.0,-2.152,0.0,0.09,0.000145,0.0567,0.226,0.677,116.025,237347.0,4.0,0.0,50.0,2015.0,0
7169,letting you go,bullet for my valentine,7rGN3oqzCpG2mLcwoPwDQm,0.459,0.903,5.0,-4.649,0.0,0.0673,0.00877,0.0,0.168,0.364,76.185,223655.0,4.0,0.0,61.0,2018.0,0
7170,prophets of rage,prophets of rage,1bTVbi6uwmGwlsXy2soxpg,0.621,0.935,5.0,-5.516,0.0,0.0366,0.000785,0.00191,0.242,0.885,99.981,190181.0,4.0,0.0,54.0,2016.0,0
7171,wait and bleed,slipknot,2gscB6kDOmrv1P6qs2KXE3,0.382,0.996,7.0,-4.119,1.0,0.104,0.00208,0.0,0.417,0.327,93.345,147840.0,4.0,1.0,72.0,2009.0,0
7172,mayhem,halestorm,6ubqrTIJwspBSqx8XQHN2K,0.398,0.982,2.0,-3.979,1.0,0.178,0.00306,0.0243,0.44,0.401,172.822,216760.0,4.0,0.0,51.0,2015.0,0
7173,cochise,audioslave,1TDk2Jmi4dVZhm2dum3Jim,0.452,0.873,9.0,-4.867,1.0,0.0613,0.000519,0.0,0.0592,0.433,80.473,222027.0,4.0,0.0,67.0,2002.0,0
7174,that day,nonpoint,7nobjDCjkn6Y8UDQFt2mga,0.5379999999999999,0.975,5.0,-4.518,0.0,0.0668,0.000416,0.0561,0.29600000000000004,0.588,100.046,210827.0,4.0,0.0,56.0,2012.0,0
7175,laid to rest,lamb of god,1yc53HK08sDab7PDFgnLWk,0.366,0.956,10.0,-3.725,0.0,0.108,0.000293,0.00447,0.449,0.159,104.016,230127.0,3.0,1.0,66.0,2004.0,0
7176,the truth,in flames,2Xh5IlaKkgLQmQkwazgqMh,0.481,0.993,10.0,-3.3680000000000003,0.0,0.106,0.00182,0.00162,0.2,0.171,125.077,184531.0,4.0,0.0,38.0,2016.0,0
7177,enough,counterfeit,4KNs1ni8LOFyRS5evfYjp8,0.233,0.985,7.0,-4.839,1.0,0.181,0.000316,0.00345,0.335,0.539,194.917,218154.0,3.0,0.0,35.0,2017.0,0
7178,falling apart,papa roach,1Ka4sX789wNftDGgjCO2h7,0.528,0.942,3.0,-2.825,0.0,0.0512,8.26e-05,0.0,0.344,0.421,110.058,188920.0,4.0,1.0,59.0,2015.0,0
7179,make me suffer,spike 1000,3xxXGqhgN3vqJ1qmFNjecV,0.579,0.934,6.0,-4.324,1.0,0.0673,0.000469,0.0,0.234,0.638,93.978,179160.0,4.0,0.0,33.0,2001.0,0
7180,bat country,avenged sevenfold,3sHH7lklbfpcraDDvYnjo7,0.541,0.968,0.0,-4.129,1.0,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,311813.0,4.0,0.0,70.0,2005.0,0
7181,dirty deeds done dirt cheap,ac/dc,2d4e45fmUnguxh6yqC7gNT,0.6679999999999999,0.906,11.0,-4.881,0.0,0.17,0.214,0.00229,0.135,0.507,135.653,231933.0,4.0,0.0,75.0,1976.0,0
7182,asking for it,shinedown,3Tp7y0bLogDQsIO5tTTOH4,0.449,0.971,10.0,-3.66,1.0,0.0476,0.00273,0.0,0.141,0.414,144.031,210707.0,4.0,1.0,60.0,2015.0,0
7183,dragula,rob zombie,6Nm8h73ycDG2saCnZV8poF,0.591,0.963,0.0,-6.489,0.0,0.0531,8.74e-05,0.000107,0.0781,0.609,125.03,222827.0,4.0,1.0,76.0,1998.0,0
7185,"snap your fingers, snap your neck",prong,7hgtn706RqLE5q1mWe8aQx,0.6679999999999999,0.7879999999999999,5.0,-6.752000000000002,1.0,0.0424,7.48e-05,0.108,0.0792,0.6920000000000001,137.38,251533.0,4.0,0.0,56.0,1994.0,0
7186,runaway (feat. jacoby shaddix),coldrain,52IPclctzVK3JbCIr34YcL,0.478,0.977,6.0,-3.252,1.0,0.172,0.000101,1.66e-06,0.0186,0.215,130.028,226082.0,4.0,1.0,0.0,2015.0,0
7187,soldiers,otherwise,1iWgFnhR0oW5Mup8yXDAPW,0.5920000000000001,0.877,2.0,-4.05,0.0,0.0502,0.0095,0.000171,0.131,0.7120000000000001,117.106,241849.0,4.0,0.0,66.0,2012.0,0
7188,servants of death,refused,6kA3ykSFcfHDtCbmuYZsPp,0.562,0.8370000000000001,11.0,-5.381,0.0,0.0569,0.00308,0.00214,0.586,0.8270000000000001,101.995,222558.0,4.0,1.0,34.0,2015.0,0
7189,the hand that feeds,nine inch nails,5ugzDiilhy6ILKmKfhEzd7,0.5870000000000001,0.99,0.0,-4.496,1.0,0.0783,0.0172,0.000668,0.104,0.486,127.992,211680.0,4.0,0.0,64.0,2005.0,0
7190,run rabbit run,black map,09jWJ74LYY0Jb7bfrjdA6c,0.371,0.981,9.0,-2.232,1.0,0.0737,2.54e-05,0.0209,0.8190000000000001,0.45,161.988,200899.0,4.0,0.0,0.0,2017.0,0
7191,the bottom,devour the day,4vpJYmoqQ2bGkC1IKVWeIG,0.316,0.948,6.0,-2.06,1.0,0.108,0.00489,0.0,0.0787,0.539,167.768,182893.0,4.0,0.0,49.0,2016.0,0
7192,loud (fuck it),motionless in white,0vGDRD1JCj2NhUm7jUWxjf,0.586,0.92,6.0,-3.969,0.0,0.104,0.00145,1.22e-05,0.0119,0.706,93.038,224516.0,4.0,1.0,52.0,2017.0,0
7193,when worlds collide,powerman 5000,6aF5JtQSrh7wNrkDE9B0My,0.56,0.903,11.0,-4.77,1.0,0.0754,0.00132,0.0,0.295,0.581,143.828,177960.0,4.0,0.0,69.0,1999.0,0
7194,surface,fingertight,2NNbfNPHzXa6tKkA5LB6ux,0.499,0.995,4.0,-3.536,1.0,0.227,0.000401,0.0,0.429,0.236,142.27100000000004,213600.0,4.0,1.0,18.0,2003.0,0
7195,soul addiction,sylar,2rndJFlCviXXiJNzvO611d,0.243,0.934,1.0,-4.468,0.0,0.434,0.00125,0.0,0.317,0.267,197.86,209267.0,4.0,0.0,0.0,2016.0,0
7196,unfuck the world,prophets of rage,5wFZTk08YJme74WYjauDzp,0.5720000000000001,0.838,7.0,-5.5310000000000015,0.0,0.0318,0.00148,0.0122,0.0518,0.512,101.979,250213.0,4.0,1.0,52.0,2017.0,0
7197,let 'em burn,nothing more,4bPrKGqQKiBmf49XB4F4H5,0.54,0.966,10.0,-3.884,0.0,0.0637,0.000122,0.0006259999999999999,0.391,0.521,94.986,235853.0,4.0,1.0,57.0,2017.0,0
7198,fabuless,stone sour,72GH838JaxrCA8IFcXqgXm,0.429,0.995,1.0,-4.353,0.0,0.139,0.00301,9.46e-05,0.321,0.183,158.355,240707.0,4.0,1.0,52.0,2017.0,0
7199,california dreaming,hollywood undead,5jsn38ryHgFhcbJgZMQCo0,0.503,0.967,7.0,-2.492,1.0,0.176,3.16e-05,0.0,0.299,0.254,95.006,234775.0,4.0,1.0,57.0,2017.0,0
7200,beggin',madcon,5SlHTXLWa0nvh8VtGgKlJB,0.731,0.718,4.0,-7.51,0.0,0.0672,0.0226,0.0,0.0518,0.428,129.053,216520.0,4.0,1.0,0.0,2009.0,0
7201,the ketchup song (asereje) - spanish version,las ketchup,6NG2IIXZfC5Notpz0GIODU,0.602,0.947,1.0,-5.642,1.0,0.115,0.00842,6.409999999999999e-05,0.123,0.883,184.976,213000.0,4.0,0.0,62.0,2018.0,0
7202,billionaire (feat. bruno mars),travie mccoy,2M9ULmQwTaTGmAdXaXpfz5,0.633,0.6729999999999999,6.0,-6.403,0.0,0.258,0.297,0.0,0.206,0.659,86.77600000000002,211160.0,4.0,1.0,74.0,2010.0,0
7203,walking in memphis,marc cohn,5fgkjhICZnqFctrV0AyuQD,0.5670000000000001,0.512,0.0,-8.831,1.0,0.0357,0.545,0.0,0.29600000000000004,0.334,130.269,252613.0,4.0,0.0,73.0,1991.0,0
7204,black & gold - radio edit,sam sparro,45upEMiYeArj06RERttNFx,0.383,0.703,4.0,-5.65,0.0,0.104,0.00119,2.39e-05,0.112,0.42,135.968,212360.0,1.0,0.0,34.0,2019.0,0
7205,be faithful,fatman scoop,2jGUAB6hKlzK0pZmZpQ02g,0.708,0.8959999999999999,7.0,-3.135,1.0,0.272,0.0336,0.0,0.26,0.684,101.15,214910.0,4.0,1.0,56.0,2008.0,0
7206,bom bom - radio edit,sam and the womp,0d5f6gzzW1Pgx9uJsLrSDP,0.755,0.925,0.0,-3.977,1.0,0.257,0.0213,3.32e-05,0.101,0.804,125.06,174034.0,4.0,0.0,57.0,2012.0,0
7207,starlight (radio edit),the supermen lovers,4UfupbARPxljVkBmuZlJnY,0.7390000000000001,0.679,0.0,-5.079,1.0,0.0374,0.000426,0.0187,0.389,0.7879999999999999,127.489,234400.0,4.0,0.0,64.0,2001.0,0
7208,ring my bell,anita ward,7GK2KVYH8FrTC9zehmjVMd,0.7809999999999999,0.556,5.0,-13.067,0.0,0.0611,0.0661,0.0907,0.0339,0.968,125.999,491933.0,4.0,0.0,63.0,2005.0,0
7209,saturday night - radio mix,whigfield,59VRFpPnC8pOhIH2WCWXF9,0.728,0.784,11.0,-11.776,1.0,0.0379,0.0449,0.0918,0.0964,0.964,129.981,247406.0,4.0,0.0,69.0,1994.0,0
7210,i don't want you back,eamon,1p5kC161fWMA2QlwV3Vi4W,0.828,0.653,0.0,-6.245,0.0,0.0653,0.214,3.25e-06,0.0404,0.575,68.507,225107.0,4.0,1.0,66.0,2004.0,0
7211,best day of my life,american authors,5Hroj5K7vLpIG4FNCRIjbP,0.6729999999999999,0.902,2.0,-2.392,1.0,0.0346,0.0591,0.000262,0.0558,0.5379999999999999,100.012,194240.0,4.0,0.0,80.0,2014.0,0
7212,scatman (ski-ba-bop-ba-dop-bop),scatman john,623rRTKwGmgjH6sjE9uWLh,0.65,0.82,5.0,-10.9,0.0,0.0356,0.0655,0.00274,0.215,0.757,135.982,215973.0,4.0,1.0,70.0,1995.0,0
7213,loca people - original mix,sak noel,5PWeLiCQxnVXIwo20WuCzM,0.871,0.742,11.0,-3.42,0.0,0.0554,0.000351,0.0325,0.0364,0.682,128.047,340000.0,4.0,1.0,34.0,2011.0,0
7214,who let the dogs out,baha men,1H5tvpoApNDxvxDexoaAUo,0.8690000000000001,0.887,0.0,-4.505,1.0,0.0993,0.0605,0.0,0.14800000000000002,0.784,129.221,198400.0,4.0,0.0,67.0,2000.0,0
7215,barbra streisand,duck sauce,1WHx2541uqQd3bDNYwwOaC,0.6940000000000001,0.813,1.0,-4.129,1.0,0.335,0.00649,0.000467,0.249,0.741,127.834,264814.0,4.0,0.0,0.0,2014.0,0
7216,tipsy - club mix,j-kwon,0jSMveIWvnhDIvzqN74Uc7,0.925,0.7440000000000001,0.0,-5.79,1.0,0.367,0.0644,0.0,0.0888,0.6559999999999999,93.02,243227.0,4.0,1.0,65.0,2004.0,0
7217,just a little bit - radio edit,gina g,7kyMLaXepcGHIrsLqoiTB8,0.647,0.942,1.0,-7.101,1.0,0.0341,0.626,0.168,0.0411,0.937,130.97799999999998,203120.0,4.0,0.0,57.0,1997.0,0
7218,hold you - hold yuh,gyptian,0j55p8YRAPG8yajtNyjt6A,0.69,0.621,8.0,-3.583,1.0,0.06,0.321,2.81e-05,0.0884,0.4970000000000001,66.858,233253.0,3.0,1.0,68.0,2010.0,0
