,Title,Artist,track_id,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature,explicit,Popularity,Release_Year,billboard_hot_100
4320,speechless / deaf,harmed,2ZouWvybQe6ihqpE1fegFQ,0.198,0.995,10.0,-1.626,0.0,0.141,2.09e-05,1.11e-06,0.35700000000000004,0.331,170.02,208082.0,4.0,0.0,0.0,2017.0,0
4321,subjected to a beating,dying fetus,7dU9Z24yR9AKuS9cAe2Tj7,0.231,0.983,8.0,-5.199,1.0,0.0977,0.000254,0.059,0.506,0.336,161.04399999999995,293387.0,4.0,1.0,47.0,2012.0,0
4322,the rise of hannibal,ex deo,0PD9nAVLeKguNRm7Np7zaB,0.459,0.981,6.0,-4.391,1.0,0.132,1.87e-05,0.0208,0.502,0.234,85.006,290425.0,4.0,0.0,32.0,2017.0,0
4323,born in dissonance,meshuggah,6GYyGwbJeHyFj9po98ZGpS,0.264,0.986,11.0,-5.059,1.0,0.102,4.09e-06,0.00624,0.0535,0.223,106.161,274587.0,4.0,0.0,49.0,2016.0,0
4324,left behind,slipknot,4l3Vmsw0KO8HJqFtnbqaqu,0.229,0.994,6.0,-3.431,1.0,0.22,7.03e-05,0.00548,0.318,0.115,156.623,241467.0,4.0,0.0,64.0,2001.0,0
4325,redneck stomp,obituary,2fSYadDsbWMtIVqX7flKIc,0.245,0.861,2.0,-8.728,1.0,0.0415,0.000256,0.871,0.21600000000000005,0.483,91.056,212840.0,4.0,0.0,52.0,2005.0,0
4326,to the threshold,hatebreed,3y2p2XXpgw5QHxKmokQEHQ,0.56,0.985,8.0,-3.711,1.0,0.109,0.000408,0.015,0.11,0.419,144.968,169547.0,4.0,0.0,46.0,2006.0,0
4327,everybody (backstreet's back) - extended version,backstreet boys,5WTxbyWTpoqhdxEN2szOnl,0.792,0.8109999999999999,10.0,-5.198,0.0,0.0368,0.00609,0.000155,0.224,0.509,108.054,287293.0,4.0,0.0,59.0,1996.0,0
4328,confident,demi lovato,0Mn3amMRMoabaoTf1Publ4,0.594,0.7490000000000001,3.0,-6.251,1.0,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205746.0,4.0,1.0,67.0,2015.0,0
4329,love you like a love song,selena gomez & the scene,0laYHRpNTS6i8FXdupHkJ4,0.858,0.6779999999999999,1.0,-3.87,0.0,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453.0,4.0,0.0,83.0,2011.0,0
4330,see you again - rock mafia remix,miley cyrus,3pRURfm0THUY3G4YBOLtrC,0.672,0.96,9.0,-5.346,0.0,0.0597,0.00688,1.4e-05,0.123,0.8,138.935,196093.0,4.0,0.0,47.0,2008.0,0
4331,bboom bboom,momoland,3BPoSr2pO34Aan6alFfVto,0.785,0.7440000000000001,3.0,-4.249,0.0,0.0369,0.0149,0.006659999999999999,0.0661,0.833,126.018,208863.0,4.0,1.0,70.0,2018.0,0
4332,siren,sunmi,6ySoz8mujfiQS37xjEEZCv,0.61,0.905,9.0,-3.686,0.0,0.0369,0.0142,0.0,0.0592,0.521,122.012,199134.0,4.0,0.0,0.0,2018.0,0
4333,one more night (feat. vinxen),babylon,2SLcfssystzBCmLQ9tWhsQ,0.563,0.705,4.0,-3.895,0.0,0.0526,0.242,0.0,0.181,0.515,109.952,202446.0,4.0,0.0,19.0,2018.0,0
4334,ddu-du ddu-du,blackpink,2aI2k39nfa3KFsa4JclQzw,0.6709999999999999,0.8590000000000001,4.0,-3.922,0.0,0.0833,0.0313,0.0,0.267,0.389,139.931,209355.0,4.0,0.0,4.0,2018.0,0
4335,baam,momoland,4Is1b37KJY9XVCgzp81FBW,0.725,0.94,5.0,-2.32,0.0,0.0435,0.115,0.0043100000000000005,0.0864,0.905,127.051,208475.0,4.0,0.0,64.0,2018.0,0
4336,airplane mode,noir,3HXNFGkkylU2FeAb1ioI2f,0.606,0.911,1.0,-3.6010000000000004,0.0,0.129,0.0485,0.0,0.334,0.742,113.933,183723.0,4.0,0.0,0.0,2018.0,0
4337,illusion,yuri (girls’ generation),7cz4ARCw38xam9WSzPpY5Y,0.77,0.599,5.0,-5.435,1.0,0.0478,0.165,1.88e-05,0.0796,0.386,100.094,227780.0,4.0,0.0,33.0,2018.0,0
4338,bang bang bang,bigbang,0QIRm9sUkGnezGznkWCqCo,0.6940000000000001,0.8320000000000001,5.0,-3.0380000000000003,0.0,0.0598,0.0192,0.0,0.355,0.424,135.011,220238.0,4.0,0.0,2.0,2016.0,0
4339,up & down,exid,6BKOhvRPY54uvfqWwg7MKi,0.7140000000000001,0.812,7.0,-2.7030000000000003,1.0,0.0351,0.00189,1.96e-06,0.229,0.377,112.018,189882.0,4.0,0.0,62.0,2015.0,0
4340,lil’ touch,girls' generation-oh!gg,4D5Ode2OfZMxIwQyvmhUe8,0.7909999999999999,0.789,11.0,-4.694,0.0,0.104,0.0114,0.0,0.301,0.669,112.11,189846.0,4.0,0.0,61.0,2018.0,0
4341,ddd,exid,3nXUfNbkv8ikaSdHwEp0oY,0.718,0.794,11.0,-2.877,0.0,0.0703,0.0806,0.0,0.0679,0.7509999999999999,114.285,205821.0,4.0,1.0,58.0,2017.0,0
4342,skateboard,pentagon,6c6gsXpnV5nBmDLLx4kSWp,0.685,0.856,6.0,-4.125,1.0,0.202,0.0156,6.97e-06,0.338,0.784,90.046,184133.0,4.0,0.0,30.0,2018.0,0
4343,bad boy,red velvet,5GKwq4sO5ZHKuWaDmdwMQc,0.7140000000000001,0.736,2.0,-3.801,1.0,0.0457,0.191,0.0,0.0553,0.8140000000000001,149.985,210818.0,4.0,0.0,72.0,2018.0,0
4344,good boy,gd x taeyang,5rPZMrKqHHVVCYOom7OkFO,0.745,0.825,1.0,-3.162,0.0,0.0352,0.000875,0.000218,0.0828,0.242,95.001,245192.0,4.0,0.0,0.0,2014.0,0
4345,피 땀 눈물,bts,5RGf8qn1TBWVplLyyKUsuV,0.583,0.885,0.0,-3.571,0.0,0.106,0.0244,0.0,0.35700000000000004,0.601,92.959,217052.0,4.0,0.0,68.0,2016.0,0
4346,twilight,oh my girl,3tQgMGNZV9DHlyRVbMcakp,0.6779999999999999,0.89,7.0,-1.947,0.0,0.117,0.246,0.0,0.321,0.509,125.018,212713.0,4.0,0.0,0.0,2018.0,0
4347,mic drop (feat. desiigner) [steve aoki remix],bts,7Ed6BkggCS2KaKY5YlINaF,0.613,0.8420000000000001,10.0,-4.332,0.0,0.219,0.0157,0.0,0.23,0.645,169.917,238726.0,4.0,1.0,53.0,2017.0,0
4348,latata,(g)i-dle,2ezKXygNO30pXyDQXkm6oD,0.774,0.792,9.0,-4.019,0.0,0.224,0.00427,1.15e-06,0.28300000000000003,0.505,98.1,202773.0,4.0,0.0,66.0,2018.0,0
4349,power up,red velvet,381g0b6QZxC13SzA2HRMIc,0.732,0.934,8.0,-4.618,1.0,0.144,0.0774,0.00745,0.306,0.898,159.998,202040.0,4.0,0.0,63.0,2018.0,0
4350,call me baby,exo,6Rx0ORYPP3GH9rTvGS5Vy8,0.6920000000000001,0.8859999999999999,1.0,-2.519,1.0,0.0519,0.284,0.0,0.341,0.879,100.03,211013.0,4.0,1.0,66.0,2015.0,0
4351,lip & hip,hyuna,5C2d3tz8WACjmw7T6TthQ2,0.742,0.847,11.0,-2.763,0.0,0.0485,0.00117,8.49e-06,0.142,0.516,112.95,209747.0,4.0,0.0,62.0,2017.0,0
4352,all night long,up10tion,5GYmYQd4A357hOqk4OctAd,0.7659999999999999,0.942,7.0,-2.452,1.0,0.0499,0.293,0.000234,0.332,0.608,109.954,216205.0,4.0,0.0,28.0,2018.0,0
4353,빨간 맛 red flavor,red velvet,7nKQ5WAcjnG48knyLuo8gO,0.7090000000000001,0.917,9.0,-3.315,1.0,0.189,0.0409,0.0,0.0839,0.515,125.042,191139.0,4.0,0.0,69.0,2017.0,0
4354,pick me,i.o.i,5hExmMXmbijCvTOMLKcB9B,0.6859999999999999,0.885,9.0,-4.828,1.0,0.0868,0.00419,0.000265,0.19,0.604,127.957,226874.0,4.0,0.0,0.0,2016.0,0
4355,fake love,bts,3aW0ds4A4tSQDIp75FqWTo,0.557,0.7190000000000001,2.0,-4.515,0.0,0.0372,0.00267,0.0,0.306,0.344,77.501,242334.0,4.0,0.0,69.0,2018.0,0
4356,ko ko bop,exo,5EzitieoPnjyKHAq0gfRMa,0.7490000000000001,0.85,0.0,-4.346,1.0,0.0468,0.0319,4.81e-05,0.0678,0.672,145.983,190423.0,4.0,1.0,68.0,2017.0,0
4357,baby don’t stop,nct,1EYSS9Lp7a9f20C3FaOVgI,0.8270000000000001,0.7390000000000001,8.0,-6.391,1.0,0.0744,0.0214,4.13e-06,0.043,0.35200000000000004,95.999,183020.0,4.0,0.0,68.0,2018.0,0
4358,right here,the boyz,3bZ2nXrvR3wFiRXPUKax0t,0.5579999999999999,0.942,0.0,-3.5410000000000004,1.0,0.087,0.0326,0.0,0.326,0.8009999999999999,118.93,201676.0,4.0,0.0,45.0,2018.0,0
4359,marathon,deepshower,7aCW3OM5af4upZwbDiLAHl,0.723,0.583,5.0,-7.039,0.0,0.0477,0.0842,0.0359,0.138,0.493,127.946,184722.0,4.0,0.0,0.0,2018.0,0
4360,i'm so sick,apink,6oZee3RwM7GHykYHZeb7GT,0.594,0.81,6.0,-2.083,0.0,0.0531,0.128,0.0,0.0324,0.777,123.752,199403.0,4.0,0.0,60.0,2018.0,0
4361,clap,seventeen,19t5GSN3XsLB7UOsZD8Fwv,0.722,0.918,8.0,-2.952,1.0,0.0607,0.141,0.0,0.409,0.831,100.024,167797.0,4.0,0.0,66.0,2017.0,0
4363,hi high,looπδ,0RqzUS7AkBhQDrBxcGFeDv,0.67,0.916,9.0,-2.261,0.0,0.0711,0.0357,5.35e-06,0.221,0.532,97.004,196864.0,4.0,0.0,61.0,2018.0,0
4364,pick me,produce 48,1LShDXXs40R8bQFNBBupI3,0.649,0.862,6.0,-3.903,1.0,0.0487,0.0218,0.0,0.066,0.594,128.05100000000002,279423.0,4.0,0.0,0.0,2018.0,0
4365,heroine,sunmi,5gA9Xn8oPts2aewPgxVkPD,0.6729999999999999,0.782,7.0,-3.911,1.0,0.0404,0.0582,1.4e-06,0.391,0.609,121.991,195000.0,4.0,0.0,59.0,2018.0,0
4366,花요일 blooming day,exo-cbx,4kmp56RAtXEzHOANS0BaLX,0.735,0.736,4.0,-3.266,0.0,0.277,0.00511,0.0,0.165,0.813,117.975,199846.0,4.0,0.0,58.0,2018.0,0
4367,my pace,stray kids,339xlPKDLkEkFBFkMfAFfJ,0.682,0.831,11.0,-4.234,0.0,0.253,0.0569,0.0,0.0927,0.785,155.12,189325.0,4.0,0.0,62.0,2018.0,0
4368,rum dee dee,super junior-d&e,3yfmyp6K19WfkQBvQMp76S,0.86,0.804,1.0,-3.769,0.0,0.0678,0.0638,0.0,0.109,0.423,104.963,176861.0,4.0,0.0,33.0,2018.0,0
4369,lady,exid,2WusoL0p5HmFzhR5DLGUVx,0.705,0.952,1.0,-2.8960000000000004,0.0,0.0489,0.0337,0.0,0.382,0.633,107.001,190502.0,4.0,0.0,48.0,2018.0,0
4370,"1, 2, 3!",seungri,6CSZO82B0cM4CUgnrjPSfJ,0.687,0.805,6.0,-4.668,1.0,0.0403,0.00396,2.09e-06,0.12,0.7120000000000001,142.03799999999995,205305.0,4.0,0.0,0.0,2018.0,0
4371,unwind with me,active bird community,3FpqzJ94boOR8RCHobXaOe,0.264,0.622,4.0,-7.586,1.0,0.0434,0.238,4.54e-05,0.108,0.365,175.888,225397.0,4.0,1.0,36.0,2018.0,0
4372,older,parcels,27CgDxfu01fKsQCzn2UFVR,0.746,0.765,3.0,-5.487,1.0,0.054,0.366,0.00156,0.0799,0.972,154.971,207192.0,5.0,0.0,55.0,2016.0,0
4373,lie lie lie,sure sure,5TpcKeI5Cns49PbpzdiINl,0.807,0.467,10.0,-6.964,1.0,0.062,0.348,6.07e-05,0.0744,0.5770000000000001,109.03,151800.0,4.0,0.0,36.0,2019.0,0
4374,after the moment,craft spells,5ozIJrlaCAf3g8MMyot483,0.609,0.8740000000000001,9.0,-3.889,1.0,0.0293,0.0263,4.99e-05,0.328,0.7440000000000001,112.011,240608.0,4.0,0.0,11.0,2011.0,0
4375,ruin your night,sorcha richardson,6NVu0gFLV6t6SDjXUpwCeu,0.715,0.52,9.0,-6.933,1.0,0.0265,0.391,0.0,0.0797,0.769,108.991,188411.0,4.0,0.0,49.0,2016.0,0
4376,all the same,future generations,6PfKuEVOwNfuk5ZtKxrJYC,0.652,0.8029999999999999,1.0,-6.36,1.0,0.0383,0.299,0.002,0.0739,0.601,118.038,198384.0,4.0,0.0,27.0,2018.0,0
4377,oh honey,neighbor lady,3r4aPvKfp7Jp2exI5B1MPB,0.476,0.596,6.0,-7.334,0.0,0.0385,0.135,7.01e-06,0.062,0.521,178.303,210240.0,4.0,0.0,0.0,2018.0,0
4378,french press,rolling blackouts coastal fever,3xuTjTxGkMVtxnHCAntxTs,0.397,0.915,2.0,-5.573,1.0,0.0592,0.0421,0.0641,0.348,0.7190000000000001,81.044,326807.0,4.0,0.0,0.0,2017.0,0
4379,my decision - edit,moss,215gW4JAWzAL9rDGTVdjj3,0.59,0.731,7.0,-6.723,1.0,0.0296,0.0406,0.121,0.182,0.715,146.946,238099.0,4.0,0.0,0.0,2017.0,0
4380,rawnald gregory erickson the second,strfkr,4j4pPKE3xAblPIbhxScC1j,0.9,0.5379999999999999,7.0,-7.879,1.0,0.0343,0.229,0.843,0.287,0.713,95.508,173693.0,4.0,0.0,68.0,2008.0,0
4381,panopticon,cloud control,18x4IO5OzTlaQDupmGG9eg,0.569,0.643,5.0,-7.039,0.0,0.04,0.000932,0.00017,0.0721,0.846,89.956,203244.0,4.0,0.0,37.0,2017.0,0
4382,on the 5,winnetka bowling league,3jz7ycF3AlGpJ1EDgxqK5G,0.556,0.602,11.0,-5.7570000000000014,0.0,0.0299,0.666,5.94e-05,0.104,0.402,119.919,179840.0,4.0,0.0,52.0,2018.0,0
4383,shaky ground,freedom fry,0VCveHO3AX0OLRuTgpBKBJ,0.721,0.507,9.0,-7.439,1.0,0.028,0.54,3.94e-06,0.114,0.43,116.05,192893.0,4.0,0.0,52.0,2016.0,0
4384,too much time together,san cisco,0LeouSB6kxdNKFw51vkYtC,0.564,0.841,2.0,-5.349,1.0,0.0521,0.268,0.000243,0.0751,0.954,154.803,169996.0,4.0,0.0,50.0,2015.0,0
4385,metrotech,public access t.v.,00cGnQ7Z3EzNAXLaNGlfBs,0.8690000000000001,0.586,9.0,-6.197,1.0,0.0408,0.115,0.0892,0.11,0.888,119.47,212963.0,4.0,0.0,0.0,2017.0,0
4386,let go,the undercover dream lovers,100ZTE1TnpjAlqtF4aeOYB,0.81,0.344,0.0,-8.963,0.0,0.0326,0.125,0.269,0.0723,0.8270000000000001,102.004,180480.0,4.0,0.0,0.0,2018.0,0
4387,happy day,jonathan something,2rKBQ8H1WAYRcL3A0Ow0Iu,0.5710000000000001,0.913,8.0,-5.613,1.0,0.0661,0.0269,0.00134,0.0993,0.605,120.015,162028.0,4.0,0.0,0.0,2018.0,0
4388,matinee,reyna,6nHlyZVo01hwAA15M8GSKh,0.586,0.818,5.0,-5.566,1.0,0.0283,0.0443,0.0021,0.233,0.359,110.997,221920.0,4.0,0.0,34.0,2017.0,0
4389,unwind,tim atlas,3gvq5SzpE8JjmVycZjDt94,0.737,0.56,9.0,-8.281,0.0,0.127,0.815,0.00164,0.125,0.812,80.006,201179.0,4.0,0.0,0.0,2018.0,0
4390,jessica wj,cayucas,4zvJV8Nrbjruyww3vvNI8M,0.716,0.745,5.0,-4.748,1.0,0.0433,0.0872,0.0,0.127,0.507,89.006,197840.0,4.0,0.0,0.0,2019.0,0
4391,just tell me,nico yaryan,78UXazjKsdo5HpiVHl8lLW,0.639,0.628,9.0,-5.585,1.0,0.0241,0.24,7.75e-06,0.121,0.5479999999999999,94.011,162344.0,4.0,0.0,36.0,2016.0,0
4392,drag,day wave,0oXwUeFAE6IR2lYhaTpxRT,0.537,0.713,7.0,-6.25,1.0,0.0272,0.227,0.65,0.1,0.3670000000000001,93.198,189651.0,4.0,0.0,59.0,2015.0,0
4393,baseball,hippo campus,5lO1htX1UPjwyItDLurhR5,0.602,0.915,9.0,-3.62,1.0,0.0541,0.0034,0.0,0.0967,0.581,111.512,198107.0,4.0,1.0,59.0,2017.0,0
4394,bee-sting,the wombats,7xdPwAhj4mMqDaNxvNoYnV,0.65,0.866,11.0,-3.713,1.0,0.0343,0.0457,0.0,0.0682,0.7170000000000001,115.001,214433.0,4.0,0.0,45.0,2018.0,0
4395,i can't stand it,blossoms,16nIdWPjwoNTkADzm6nwBb,0.557,0.836,9.0,-5.479,1.0,0.0735,0.00778,0.0,0.0624,0.915,150.028,177656.0,4.0,0.0,57.0,2018.0,0
4396,needle and thread,ages and ages,2aq5ASfM6GbR5Rw3bhl6Nu,0.621,0.555,5.0,-8.12,1.0,0.0305,0.367,8.28e-06,0.188,0.66,81.464,182705.0,4.0,0.0,38.0,2018.0,0
4397,oh no,jack and eliza,50kn0uPaXWS22VGkYboreo,0.5579999999999999,0.884,1.0,-3.836,1.0,0.0319,0.315,0.00633,0.13,0.653,139.476,164835.0,4.0,0.0,29.0,2015.0,0
4398,apple pie bed,lawrence arabia,1G4WrcZ8k9e0IwKAlZSxwl,0.7709999999999999,0.687,3.0,-5.7,1.0,0.0475,0.078,0.0,0.452,0.7809999999999999,126.823,208813.0,4.0,0.0,40.0,2010.0,0
4399,head on [hold on to your heart],man man,6pwYi8JStPRDK7bk2qul9w,0.711,0.775,1.0,-4.04,1.0,0.0295,0.316,0.0,0.102,0.745,125.044,265160.0,4.0,1.0,51.0,2013.0,0
4400,far away truths,"albert hammond, jr.",3dJCbcLcqMKJVZ9Vd390K3,0.419,0.866,9.0,-3.944,1.0,0.0463,0.000829,0.0003,0.104,0.764,162.061,218000.0,4.0,1.0,49.0,2018.0,0
4401,sister of pearl,baio,2tfhqmq39kpDf1k7IJWxld,0.731,0.6459999999999999,5.0,-7.955,1.0,0.0443,0.0705,0.252,0.194,0.949,125.061,253440.0,4.0,1.0,53.0,2015.0,0
4402,wishing girl,lola marsh,2iawlVRHk4Q9aPg0OgG20D,0.6709999999999999,0.716,7.0,-6.5779999999999985,1.0,0.0307,0.107,3.620000000000001e-05,0.284,0.623,115.995,192613.0,4.0,0.0,54.0,2017.0,0
4403,fade to black,born ruffians,0hf379sSD5IZ4BZLvG0aJj,0.467,0.855,2.0,-3.888,1.0,0.0429,0.000676,0.499,0.103,0.442,92.499,242623.0,4.0,0.0,31.0,2018.0,0
4404,la verdad,the chamanas,7MCKvB76Ria8kr5HLDfjT3,0.5710000000000001,0.696,4.0,-7.0470000000000015,0.0,0.0318,0.00227,0.0913,0.0914,0.643,99.979,243729.0,4.0,0.0,26.0,2018.0,0
4405,magic tide,frills,0SEGzVjv7gMuKvEqBBDKp8,0.498,0.8,4.0,-7.401,1.0,0.0663,0.0911,0.00893,0.547,0.645,171.94299999999996,204000.0,4.0,0.0,35.0,2017.0,0
4406,tell me,bros,581KISzBIATjlONj5MbPQe,0.733,0.568,4.0,-5.938,0.0,0.0359,0.199,0.000277,0.108,0.944,100.078,231155.0,4.0,1.0,48.0,2016.0,0
4407,more of the same,caroline rose,1e2LGT07diSwc7UYnK7txi,0.731,0.764,7.0,-4.5,1.0,0.028,0.0824,3.95e-06,0.0725,0.638,98.01,248791.0,4.0,0.0,59.0,2018.0,0
4408,bite,plastic picnic,6rbOE6991gDktKNnTmehwx,0.562,0.73,5.0,-9.322,0.0,0.0343,2.19e-05,0.333,0.135,0.35,114.966,219034.0,4.0,0.0,39.0,2017.0,0
4409,leave it in my dreams,the voidz,31u6rUeIEXGrYVoh10U7eu,0.6,0.746,4.0,-4.6960000000000015,0.0,0.0355,0.0226,0.0119,0.109,0.614,118.551,239442.0,4.0,0.0,61.0,2018.0,0
4410,matchstick,american royalty,0iier9S3EkZ0XRPyLBmKvX,0.439,0.912,5.0,-5.359,1.0,0.0951,0.014,0.0897,0.115,0.243,157.662,263712.0,4.0,1.0,34.0,2012.0,0
4411,now & then,sjowgren,41oqThgUF4yiNz77TazXtl,0.5429999999999999,0.5489999999999999,0.0,-6.497000000000001,1.0,0.0306,0.149,0.08199999999999999,0.114,0.404,80.079,205893.0,4.0,0.0,60.0,2017.0,0
4412,set to attack,"albert hammond, jr.",7sI80PK0P3tDCvULKszqzL,0.765,0.8059999999999999,0.0,-4.464,0.0,0.0276,0.0453,0.0129,0.0914,0.964,116.017,208213.0,4.0,0.0,57.0,2018.0,0
4413,this disorder,the features,2zy6nNBPBgAmwXdSNLb9n7,0.8859999999999999,0.383,1.0,-7.5470000000000015,0.0,0.0689,0.0274,0.0195,0.0868,0.706,113.954,186640.0,4.0,0.0,41.0,2013.0,0
4414,silver lining,mt. joy,0i5QVxsK3IvEDbUjTA64Li,0.541,0.616,0.0,-6.53,1.0,0.028,0.00114,1.09e-06,0.151,0.203,144.218,198600.0,4.0,0.0,70.0,2018.0,0
4415,darling,real estate,36PQh1G6h7n9VWB799fXpI,0.596,0.894,0.0,-5.407,1.0,0.0265,0.00878,0.00659,0.104,0.5720000000000001,132.994,260387.0,5.0,0.0,61.0,2017.0,0
4416,somewhere in between,morningsiders,7itW7UhSU8N1JOjP9Yt64x,0.777,0.805,0.0,-5.8889999999999985,1.0,0.0309,0.589,0.00253,0.104,0.889,118.062,219323.0,4.0,0.0,0.0,2017.0,0
4417,four years,cullen omori,32uhCR3r0mNE7Jf9oE67jH,0.448,0.7140000000000001,0.0,-3.649,1.0,0.0347,0.000399,0.000553,0.09,0.308,125.016,227533.0,4.0,0.0,0.0,2018.0,0
4418,marinade,dope lemon,4zCrOO8OAjpnmekfIxzTsl,0.677,0.74,2.0,-6.528,1.0,0.0243,0.242,0.0146,0.105,0.679,110.193,237961.0,4.0,0.0,67.0,2016.0,0
4419,losing yourself,pop etc,6xhV7br36c4W6SjHQSu9PA,0.855,0.764,10.0,-3.905,1.0,0.0394,0.327,0.0,0.14400000000000002,0.933,127.99,188906.0,4.0,0.0,25.0,2018.0,0
4420,the fire,natalie prass,0LIKMQ2dILF1HvHKqBHMTe,0.8370000000000001,0.578,6.0,-6.627999999999999,1.0,0.0337,0.0292,0.0043,0.103,0.532,99.056,207747.0,4.0,0.0,0.0,2018.0,0
4421,prima donna,tipling rock,06Ykon1t8t9qZDsEAwEMWq,0.6990000000000001,0.5,1.0,-9.944,0.0,0.0533,0.322,0.0,0.102,0.773,91.994,154400.0,4.0,0.0,36.0,2018.0,0
4422,omaha,toro y moi,4vDQMtAXkPwRxEqM8oXtMQ,0.618,0.498,3.0,-8.29,1.0,0.0259,0.0645,0.0301,0.29100000000000004,0.818,80.055,196791.0,4.0,0.0,14.0,2017.0,0
4423,suddenly,future generations,6Eu9dVxw0Q8osA4Yl4O6J4,0.753,0.488,7.0,-5.796,1.0,0.0389,0.0775,0.0813,0.145,0.962,130.02200000000002,215027.0,4.0,0.0,30.0,2018.0,0
4424,the gold - nick waterhouse remix,manchester orchestra,5qVVPptGHVCPMci6NCbLCq,0.6890000000000001,0.54,9.0,-9.878,1.0,0.0478,0.317,0.0122,0.129,0.474,120.083,249773.0,4.0,1.0,51.0,2017.0,0
4425,wheat,wilderado,4wpIqrv4ym3369xuZZHSZC,0.494,0.8320000000000001,4.0,-4.298,1.0,0.0373,0.00118,0.004370000000000001,0.18,0.767,179.97400000000005,226027.0,4.0,0.0,34.0,2017.0,0
4426,a room of her own,like swimming,38sD5Ol9zvwLHHzBTJykhL,0.728,0.735,0.0,-6.247000000000001,1.0,0.0325,0.00239,0.00028,0.0982,0.5579999999999999,123.967,228613.0,4.0,0.0,0.0,2014.0,0
4427,why do you feel so down,declan mckenna,5Bge1Dsqjc14hhGguYML5w,0.545,0.907,7.0,-5.852,1.0,0.0406,0.0576,0.0,0.102,0.44,114.523,220707.0,4.0,0.0,67.0,2017.0,0
4428,night time - edit,superorganism,7nccwTJk4SQqYWgsThbVgi,0.623,0.923,0.0,-4.192,1.0,0.053,0.019,9.65e-05,0.17,0.7440000000000001,125.024,192006.0,4.0,0.0,26.0,2018.0,0
4429,saltwater,geowulf,1zXpHPdBAUxnOCQqFMFLk3,0.551,0.825,2.0,-5.813,1.0,0.0306,0.000614,0.307,0.115,0.6859999999999999,107.031,247280.0,4.0,0.0,0.0,2016.0,0
4430,atomic man,portugal. the man,43QhrhgRrH9NWy6eoUro4X,0.63,0.736,10.0,-7.302,0.0,0.0384,0.0507,0.00244,0.109,0.919,137.94799999999998,227253.0,4.0,1.0,52.0,2013.0,0
4431,all that love is,halfnoise,36AF54h53XJzrtNVhYKShU,0.606,0.957,4.0,-5.443,0.0,0.036,0.000299,0.0282,0.392,0.865,114.996,210783.0,4.0,0.0,26.0,2018.0,0
4432,panic like tom,riscas,3S0DzP3Sp1sbL9X8xhmzLw,0.5770000000000001,0.725,2.0,-7.871,1.0,0.0263,3.48e-05,0.00044,0.345,0.483,127.989,225076.0,4.0,0.0,0.0,2016.0,0
4433,come home,the undercover dream lovers,7J20fEBJUEoF3HTjz01OQf,0.7140000000000001,0.57,8.0,-6.287000000000001,0.0,0.0233,0.32,0.48,0.273,0.379,95.015,290768.0,4.0,0.0,0.0,2017.0,0
4434,good luck,the undercover dream lovers,3v1FPBfBPWPh1cXUJQut5V,0.754,0.763,6.0,-6.685,1.0,0.0298,0.0041,0.163,0.0938,0.799,109.996,276747.0,4.0,0.0,0.0,2016.0,0
4435,night time,superorganism,3ah2BSQRitsUvAvvTeKtBE,0.584,0.905,0.0,-5.2860000000000005,1.0,0.0842,0.042,0.000655,0.0936,0.529,125.014,254042.0,4.0,0.0,42.0,2018.0,0
4436,saturdays (feat. haim),twin shadow,5ClqcvP4dYDDX6Zv3jPQD1,0.47,0.696,9.0,-4.749,1.0,0.104,0.0659,3.85e-05,0.0962,0.802,169.976,205442.0,4.0,0.0,61.0,2018.0,0
4437,origins,tennis,6TJAFFa2VaRdFB5UA4BJRt,0.578,0.825,5.0,-4.659,0.0,0.0284,0.0463,0.0201,0.162,0.951,113.907,208139.0,4.0,0.0,54.0,2012.0,0
4438,poor boy (radio edit),belle & sebastian,5Z6DxJNKw4jUiSDy95A0fp,0.695,0.5489999999999999,1.0,-5.134,1.0,0.0305,0.0381,0.0,0.104,0.5660000000000001,99.634,205092.0,4.0,0.0,0.0,2018.0,0
4439,feeling ok,best coast,0pufbBQTb9Voh9ZtpCpYLH,0.438,0.913,9.0,-3.438,1.0,0.0558,0.000142,0.00393,0.145,0.21,118.963,196160.0,4.0,0.0,51.0,2015.0,0
4440,free animal,foreign air,5l8oNQsDDPNFUIV5M4lzRJ,0.579,0.584,5.0,-7.151,0.0,0.0438,0.0856,0.0,0.0958,0.393,80.001,180400.0,4.0,0.0,0.0,2015.0,0
4441,don't move back to la,okkervil river,52coUYY8SP7bBa8T69raOi,0.581,0.72,9.0,-7.5470000000000015,1.0,0.0472,0.208,0.022,0.125,0.494,146.031,278520.0,4.0,0.0,0.0,2018.0,0
4442,as u wave,halfnoise,2qeGrFbgL4St7P4ArgXCS9,0.452,0.763,9.0,-5.769,1.0,0.0305,0.669,0.6779999999999999,0.192,0.451,150.017,219707.0,3.0,0.0,44.0,2017.0,0
4443,i love you so,the walters,1175r6ZmkUjX8dRJLz9Ohk,0.578,0.669,10.0,-4.898,1.0,0.0377,0.65,0.0,0.13,0.503,75.995,160254.0,4.0,0.0,65.0,2014.0,0
4444,short court style,natalie prass,2l6S3j7imJtQ2N2nt1YHYE,0.772,0.83,5.0,-4.209,0.0,0.0543,0.0239,0.0394,0.197,0.893,93.049,223627.0,4.0,0.0,0.0,2018.0,0
